period,metric,value,unit,source_file,anchor_quote
FY2025,net_premiums,4487,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Net premiums | 12 | $ | 4,487 | $ | 8,267 | $ | 4,137'"
FY2024,net_premiums,8267,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Net premiums | 12 | $ | 4,487 | $ | 8,267 | $ | 4,137'"
FY2023,net_premiums,4137,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Net premiums | 12 | $ | 4,487 | $ | 8,267 | $ | 4,137'"
FY2025,other_policy_revenue,790,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Other policy revenue | 12 | 790 | 781 | 413'
FY2024,other_policy_revenue,781,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Other policy revenue | 12 | 790 | 781 | 413'
FY2023,other_policy_revenue,413,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Other policy revenue | 12 | 790 | 781 | 413'
FY2025,net_investment_income,5819,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Net investment income | 10 | 5,819 | 4,264 | 1,809'"
FY2024,net_investment_income,4264,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Net investment income | 10 | 5,819 | 4,264 | 1,809'"
FY2023,net_investment_income,1809,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Net investment income | 10 | 5,819 | 4,264 | 1,809'"
FY2025,investment_related_gains,485,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Investment related gains | 10 | 485 | 369 | 425'
FY2024,investment_related_gains,369,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Investment related gains | 10 | 485 | 369 | 425'
FY2023,investment_related_gains,425,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Investment related gains | 10 | 485 | 369 | 425'
FY2025,net_investment_results_reinsurance_funds_withheld,54,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Net investment results from reinsurance funds withheld | 54 | 422 | 128'
FY2024,net_investment_results_reinsurance_funds_withheld,422,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Net investment results from reinsurance funds withheld | 54 | 422 | 128'
FY2023,net_investment_results_reinsurance_funds_withheld,128,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Net investment results from reinsurance funds withheld | 54 | 422 | 128'
FY2025,total_revenues,11635,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Total revenues | 11,635 | 14,103 | 6,912'"
FY2024,total_revenues,14103,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Total revenues | 11,635 | 14,103 | 6,912'"
FY2023,total_revenues,6912,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Total revenues | 11,635 | 14,103 | 6,912'"
FY2025,policyholder_benefits_and_claims_incurred,-4489,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Policyholder benefits and claims incurred | (4,489) | (8,162) | (3,939)'"
FY2024,policyholder_benefits_and_claims_incurred,-8162,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Policyholder benefits and claims incurred | (4,489) | (8,162) | (3,939)'"
FY2023,policyholder_benefits_and_claims_incurred,-3939,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Policyholder benefits and claims incurred | (4,489) | (8,162) | (3,939)'"
FY2025,interest_sensitive_contract_benefits,-2072,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Interest sensitive contract benefits | (2,072) | (1,874) | (687)'"
FY2024,interest_sensitive_contract_benefits,-1874,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Interest sensitive contract benefits | (2,072) | (1,874) | (687)'"
FY2023,interest_sensitive_contract_benefits,-687,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Interest sensitive contract benefits | (2,072) | (1,874) | (687)'"
FY2025,amortization_dac_dsi_voba,-1418,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Amortization of deferred policy acquisition costs, deferred sales inducements and value of business acquired | (1,418) | (1,237) | (632)'"
FY2024,amortization_dac_dsi_voba,-1237,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Amortization of deferred policy acquisition costs, deferred sales inducements and value of business acquired | (1,418) | (1,237) | (632)'"
FY2023,amortization_dac_dsi_voba,-632,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Amortization of deferred policy acquisition costs, deferred sales inducements and value of business acquired | (1,418) | (1,237) | (632)'"
FY2025,change_fv_insurance_derivatives_embedded_derivatives,-219,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Change in fair value of insurance-related derivatives and embedded derivatives | (219) | 234 | 41'
FY2024,change_fv_insurance_derivatives_embedded_derivatives,234,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Change in fair value of insurance-related derivatives and embedded derivatives | (219) | 234 | 41'
FY2023,change_fv_insurance_derivatives_embedded_derivatives,41,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Change in fair value of insurance-related derivatives and embedded derivatives | (219) | 234 | 41'
FY2025,change_fv_market_risk_benefits,-725,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Change in fair value of market risk benefits | (725) | (107) | 166'
FY2024,change_fv_market_risk_benefits,-107,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Change in fair value of market risk benefits | (725) | (107) | 166'
FY2023,change_fv_market_risk_benefits,166,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Change in fair value of market risk benefits | (725) | (107) | 166'
FY2025,other_reinsurance_expenses,-5,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Other reinsurance expenses | (5) | (26) | (21)'
FY2024,other_reinsurance_expenses,-26,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Other reinsurance expenses | (5) | (26) | (21)'
FY2023,other_reinsurance_expenses,-21,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Other reinsurance expenses | (5) | (26) | (21)'
FY2025,operating_expenses,-1361,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Operating expenses | (1,361) | (1,356) | (777)'"
FY2024,operating_expenses,-1356,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Operating expenses | (1,361) | (1,356) | (777)'"
FY2023,operating_expenses,-777,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Operating expenses | (1,361) | (1,356) | (777)'"
FY2025,interest_expense,-379,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Interest expense | (379) | (362) | (249)'
FY2024,interest_expense,-362,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Interest expense | (379) | (362) | (249)'
FY2023,interest_expense,-249,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Interest expense | (379) | (362) | (249)'
FY2025,total_benefits_and_expenses,-10668,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Total benefits and expenses | (10,668) | (12,890) | (6,098)'"
FY2024,total_benefits_and_expenses,-12890,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Total benefits and expenses | (10,668) | (12,890) | (6,098)'"
FY2023,total_benefits_and_expenses,-6098,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Total benefits and expenses | (10,668) | (12,890) | (6,098)'"
FY2025,net_income_before_income_taxes,967,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Net income before income taxes | 967 | 1,213 | 814'"
FY2024,net_income_before_income_taxes,1213,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Net income before income taxes | 967 | 1,213 | 814'"
FY2023,net_income_before_income_taxes,814,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Net income before income taxes | 967 | 1,213 | 814'"
FY2025,income_tax_recovery_expense,-104,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Income tax recovery (expense) | (104) | 34 | (17)'
FY2024,income_tax_recovery_expense,34,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Income tax recovery (expense) | (104) | 34 | (17)'
FY2023,income_tax_recovery_expense,-17,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Income tax recovery (expense) | (104) | 34 | (17)'
FY2025,net_income,863,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Net income | $ | 863 | $ | 1,247 | $ | 797'"
FY2024,net_income,1247,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Net income | $ | 863 | $ | 1,247 | $ | 797'"
FY2023,net_income,797,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Net income | $ | 863 | $ | 1,247 | $ | 797'"
FY2025,net_income_attrib_class_a_b_shareholders,16,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Class A exchangeable and Class B shareholders | $ | 16 | $ | 14 | $ | 5'
FY2024,net_income_attrib_class_a_b_shareholders,14,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Class A exchangeable and Class B shareholders | $ | 16 | $ | 14 | $ | 5'
FY2023,net_income_attrib_class_a_b_shareholders,5,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Class A exchangeable and Class B shareholders | $ | 16 | $ | 14 | $ | 5'
FY2025,net_income_attrib_class_c_shareholder,750,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Class C shareholder | 750 | 1,200 | 791'"
FY2024,net_income_attrib_class_c_shareholder,1200,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Class C shareholder | 750 | 1,200 | 791'"
FY2023,net_income_attrib_class_c_shareholder,791,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Class C shareholder | 750 | 1,200 | 791'"
FY2025,net_income_attrib_nci,97,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Non-controlling interests | 97 | 33 | 1'
FY2024,net_income_attrib_nci,33,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Non-controlling interests | 97 | 33 | 1'
FY2023,net_income_attrib_nci,1,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,CONSOLIDATED STATEMENTS OF OPERATIONS (US$ MILLIONS): 'Non-controlling interests | 97 | 33 | 1'
FY2025,net_income_attributable_to_shareholders,766,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A CONSOLIDATED RESULTS OF OPERATIONS (US$ MILLIONS): 'Net income attributable to shareholders | $ | 766 | $ | 1,214 | $ | 796'"
FY2024,net_income_attributable_to_shareholders,1214,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A CONSOLIDATED RESULTS OF OPERATIONS (US$ MILLIONS): 'Net income attributable to shareholders | $ | 766 | $ | 1,214 | $ | 796'"
FY2023,net_income_attributable_to_shareholders,796,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A CONSOLIDATED RESULTS OF OPERATIONS (US$ MILLIONS): 'Net income attributable to shareholders | $ | 766 | $ | 1,214 | $ | 796'"
FY2025,distributable_operating_earnings,1699,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'DOE | $ | 1,699 | $ | 1,374 | $ | 745'"
FY2024,distributable_operating_earnings,1374,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'DOE | $ | 1,699 | $ | 1,374 | $ | 745'"
FY2023,distributable_operating_earnings,745,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'DOE | $ | 1,699 | $ | 1,374 | $ | 745'"
FY2025,doe_annuities,1663,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Annuities | $ | 1,663 | $ | 1,220 | $ | 595'"
FY2024,doe_annuities,1220,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Annuities | $ | 1,663 | $ | 1,220 | $ | 595'"
FY2023,doe_annuities,595,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Annuities | $ | 1,663 | $ | 1,220 | $ | 595'"
FY2025,doe_pc,399,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'P&C | 399 | 263 | 84'
FY2024,doe_pc,263,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'P&C | 399 | 263 | 84'
FY2023,doe_pc,84,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'P&C | 399 | 263 | 84'
FY2025,doe_life_insurance,153,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Life Insurance | 153 | 194 | 198'
FY2024,doe_life_insurance,194,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Life Insurance | 153 | 194 | 198'
FY2023,doe_life_insurance,198,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Life Insurance | 153 | 194 | 198'
FY2025,doe_corporate_and_other,-516,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Corporate and Other | (516) | (303) | (132)'
FY2024,doe_corporate_and_other,-303,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Corporate and Other | (516) | (303) | (132)'
FY2023,doe_corporate_and_other,-132,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Corporate and Other | (516) | (303) | (132)'
FY2025,doe_recon_mtm_investments_incl_fw,51,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Mark-to-market losses (gains) on investments, including reinsurance funds withheld | 51 | (283) | (36)'"
FY2024,doe_recon_mtm_investments_incl_fw,-283,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Mark-to-market losses (gains) on investments, including reinsurance funds withheld | 51 | (283) | (36)'"
FY2023,doe_recon_mtm_investments_incl_fw,-36,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Mark-to-market losses (gains) on investments, including reinsurance funds withheld | 51 | (283) | (36)'"
FY2025,doe_recon_mtm_insurance_contracts,717,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Mark-to-market losses (gains) on insurance contracts and other net assets | 717 | 257 | (100)'
FY2024,doe_recon_mtm_insurance_contracts,257,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Mark-to-market losses (gains) on insurance contracts and other net assets | 717 | 257 | (100)'
FY2023,doe_recon_mtm_insurance_contracts,-100,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Mark-to-market losses (gains) on insurance contracts and other net assets | 717 | 257 | (100)'
FY2025,doe_recon_deferred_tax_basis_changes,-269,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Deferred income tax expense (recovery) relating to basis and other changes | (269) | (195) | 14'
FY2024,doe_recon_deferred_tax_basis_changes,-195,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Deferred income tax expense (recovery) relating to basis and other changes | (269) | (195) | 14'
FY2023,doe_recon_deferred_tax_basis_changes,14,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Deferred income tax expense (recovery) relating to basis and other changes | (269) | (195) | 14'
FY2025,doe_recon_transaction_costs,104,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Transaction costs | 104 | 213 | 40'
FY2024,doe_recon_transaction_costs,213,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Transaction costs | 104 | 213 | 40'
FY2023,doe_recon_transaction_costs,40,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Transaction costs | 104 | 213 | 40'
FY2025,doe_recon_depreciation_amortization,233,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Depreciation and amortization expenses | 233 | 135 | 30'
FY2024,doe_recon_depreciation_amortization,135,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Depreciation and amortization expenses | 233 | 135 | 30'
FY2023,doe_recon_depreciation_amortization,30,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Segment Review / Reconciliation of Non-GAAP Measures (US$ MILLIONS): 'Depreciation and amortization expenses | 233 | 135 | 30'
FY2025,net_premiums_total_annuities,1714,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Net Premiums by product (US$ MILLIONS): 'Total Annuities | 1,714 | 4,813 | 1,469'"
FY2024,net_premiums_total_annuities,4813,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Net Premiums by product (US$ MILLIONS): 'Total Annuities | 1,714 | 4,813 | 1,469'"
FY2023,net_premiums_total_annuities,1469,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Net Premiums by product (US$ MILLIONS): 'Total Annuities | 1,714 | 4,813 | 1,469'"
FY2025,net_premiums_prt,1712,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Net Premiums by product (US$ MILLIONS): 'Pension Risk Transfer(2) | 1,712 | 4,804 | 1,467'"
FY2024,net_premiums_prt,4804,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Net Premiums by product (US$ MILLIONS): 'Pension Risk Transfer(2) | 1,712 | 4,804 | 1,467'"
FY2023,net_premiums_prt,1467,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Net Premiums by product (US$ MILLIONS): 'Pension Risk Transfer(2) | 1,712 | 4,804 | 1,467'"
FY2025,net_premiums_whole_life_and_others,377,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Net Premiums by product (US$ MILLIONS): 'Whole Life and Others | 377 | 511 | 520'
FY2024,net_premiums_whole_life_and_others,511,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Net Premiums by product (US$ MILLIONS): 'Whole Life and Others | 377 | 511 | 520'
FY2023,net_premiums_whole_life_and_others,520,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Net Premiums by product (US$ MILLIONS): 'Whole Life and Others | 377 | 511 | 520'
FY2025,net_premiums_total_pc,2396,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Net Premiums by product (US$ MILLIONS): 'Total Property and Casualty | 2,396 | 2,943 | 2,148'"
FY2024,net_premiums_total_pc,2943,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Net Premiums by product (US$ MILLIONS): 'Total Property and Casualty | 2,396 | 2,943 | 2,148'"
FY2023,net_premiums_total_pc,2148,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Net Premiums by product (US$ MILLIONS): 'Total Property and Casualty | 2,396 | 2,943 | 2,148'"
FY2025,gross_annuity_sales_total,19829,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Total Gross Annuity Sales | $ | 19,829 | $ | 15,840 | $ | 7,676'"
FY2024,gross_annuity_sales_total,15840,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Total Gross Annuity Sales | $ | 19,829 | $ | 15,840 | $ | 7,676'"
FY2023,gross_annuity_sales_total,7676,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Total Gross Annuity Sales | $ | 19,829 | $ | 15,840 | $ | 7,676'"
FY2025,gross_annuity_sales_retail,15661,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Total Retail Annuities | 15,661 | 11,026 | 6,207'"
FY2024,gross_annuity_sales_retail,11026,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Total Retail Annuities | 15,661 | 11,026 | 6,207'"
