section,page,reason,chunk
ALL,2800,row parsed without values,"761118-UZ-9 ..... RALI 2006-QS2 1A18 RALI 2006-QS2 1A18 ............... ... ... ....... .......... ...6. FE .. .......................... ....0.2060 ..................19,163 .........................."
ALL,2800,row parsed without values,76114H-AS-4 ..... RAST 2007-A5 B1 RAST 2007-A5 B1 ....................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2801,row parsed without values,81743P-AD-8 ..... SEMT 2003-1 1A SEMT 2003-1 X1B ........................ ... ... ....... .......... ....6. Z ... .......................... ....0.0010 .......................29 ......................
ALL,2801,row parsed without values,"81744F-GP-6 ..... SEMT 2005-1 XA SEMT 2005-1 XA .......................... ... ... ....... .......... .. 2.B FE .. .......................... ....0.2720 ..................17,931 ......................"
ALL,2801,row parsed without values,863579-JJ-8 ..... SARM 2005-21 3A1 SARM 2004-19 2A1X ................... ... ... ....... .......... ....6. * ... .......................... ....0.0200 ......................288 .......................
ALL,2801,row parsed without values,"86358H-RG-6 ..... SAMI 2002-AR5 X SAMI 2002-AR5 X ....................... ... ... ....... .......... ....6. * ... .......................... ....1.0030 ..................19,541 ......................."
ALL,2802,row parsed without values,86359D-KR-7 ..... LXS 2005-1 3A3B LXS 2005-1 3A2A ....................... ... ... ....... 4 ......... .....6. .... .......................... ............ .......................... ..................
ALL,2802,row parsed without values,86359L-TA-7 ..... SAMI 2006-AR1 3A2A SAMI 2006-AR1 1A1 ................. ... ... ....... 4 ......... ...1.A Z .. .......................... ............ .......................... ....................
ALL,2802,row parsed without values,881561-FT-6 ..... TMTS 2004-3HE N TMTS 2004-3HE N ....................... ... ... ....... .......... ....6. * ... .......................... ....0.0010 ........................ 5 .....................
ALL,2803,row parsed without values,881561-WT-7 ..... TMTS 2005-9HGS M2 TMTS 2005-9HGS M2 .................. ... ... ....... .......... ....6. * ... .......................... ............ .......................... ....................
ALL,2803,row parsed without values,88156E-AA-4 ..... TMTS 2006-17HE A2A TMTS 2006-17HE A2A ............... ... ... ....... .......... ....6. * ... .......................... ............ .......................... .....................
ALL,2803,row parsed without values,92922F-CA-4 ..... WAMU 2003-AR9 1B3 WAMU 2003-AR9 1B3 .................. ... ... ....... .......... ....6. * ... .......................... ....4.6880 .......................... ......................
ALL,2804,row parsed without values,933635-AC-8 ..... WAMU 2007-OA2 1A WAMU 2007-OA2 CA1B .................. ... ... ....... .......... ....6. * ... .......................... ............ .......................... ....................
ALL,2804,row parsed without values,93363N-AN-5 ..... WAMU 2006-AR12 3B4 WAMU 2006-AR12 3A4 ................ ... ... ....... .......... ....6. * ... .......................... ............ .......................... ....................
ALL,2804,row parsed without values,93363T-AB-8 ..... WAMU 2006-AR11 2A WAMU 2006-AR11 2A .................. ... ... ....... 4 ......... .. 1.A FM .. .......................... ............ .......................... ...................
ALL,2804,row parsed without values,"93364B-AG-5 ..... WAMU 2007-OA5 1A1B WAMU 2007-OA5 2XPP ............... ... ... ....... .......... .. 5.C FE .. .......................... ....0.1530 ..................16,142 ........................."
ALL,2804,row parsed without values,"93364C-AG-3 ..... WAMU 2007-OA4 2XPP WAMU 2007-OA4 2XPP ................ ... ... ....... .......... ....6. * ... .......................... ....0.1450 ..................29,642 ........................"
ALL,2804,row parsed without values,93934F-MP-4 ..... WMALT 2006-AR2 PPP WMALT 2006-AR2 A1B ............... ... ... ....... .......... ....6. * ... .......................... ............ .......................... .....................
ALL,2804,row parsed without values,939355-AG-8 ..... WMALT 2007-OA3 MB5 WMALT 2007-OA3 CA1C .............. ... ... ....... .......... ....6. * ... .......................... ............ .......................... .....................
ALL,2805,row parsed without values,93935A-AG-7 ..... WMALT 2006-AR5 4A WMALT 2006-AR5 5A1B ............... ... ... ....... .......... ....6. * ... .......................... ............ .......................... .....................
ALL,2805,row parsed without values,93935L-AE-8 ..... WMALT 2006-AR8 3A1C WMALT 2006-AR8 3A1C ............. ... ... ....... .......... ....6. * ... .......................... ............ .......................... .....................
ALL,2805,row parsed without values,93935L-AG-3 ..... WMALT 2006-AR8 3A1C WMALT 2006-AR8 CA1C ............. ... ... ....... .......... ....6. * ... .......................... ............ .......................... .....................
ALL,2805,row parsed without values,93936M-AB-1 ..... WMALT 2007-OA4 A1A WMALT 2007-OA4 A1B ............... ... ... ....... .......... ....6. * ... .......................... ............ .......................... .....................
ALL,2805,row parsed without values,94983Y-AH-2 ..... WFMBS 2006-AR10 B4 WFMBS 2006-AR10 4A1 .............. ... ... ....... 4 ......... ...1.D Z .. .......................... ............ .......................... .....................
ALL,2805,row parsed without values,"94985G-BF-2 ..... WFALT 2007-PA3 3A7 WFALT 2007-PA3 3A7 ............... ... ... ....... .......... ....6. * ... .......................... ....0.7900 ................... 3,746 ........................"
ALL,2805,row parsed without values,94985W-AN-1 ..... WELLS FARGO MORTGAGE BACKED SE WFMBS 2007-11 A13 . ... ... ....... 4 ......... ...3.B Z .. .......................... ............ .......................... ........................
ALL,2814,row parsed without values,"000000-00-0 ..... Micron Semiconductor Products, SK Hynix Inc (Lenovo) ABS Loan ............................................. ... ....... .......... .. 1.F FE .. .......................... ..........."
ALL,2814,row parsed without values,000000-00-0 ..... SK Hynix Inc SK Hynix Inc ABS Loan ................... ... ... ....... .......... .. 1.F FE .. .......................... ............ .......................... ....................
ALL,2814,row parsed without values,000000-00-0 ..... INTEL CORP Intel SBLC ABS Loan ......................... ... ... ....... .......... .. 1.F FE .. .......................... ............ .......................... ..................
ALL,2814,row parsed without values,000000-00-0 ..... ADVANCED MICRO Advanced Micro Devices SBLC AB ..... ... ... ....... .......... .. 1.F FE .. .......................... ............ .......................... .......................
ALL,2814,row parsed without values,000000-00-0 ..... Samsung Semiconductor Europe Samsung Semiconductor Europe ........................................................ ... ... ....... .......... .. 1.F FE .. .......................... 
ALL,2814,row parsed without values,000000-00-0 ..... Samsung Semiconductor Inc Samsung Semiconductor Inc ................................................................. ... ... ....... .......... .. 1.F FE .. ........................
ALL,2814,row parsed without values,"000000-00-0 ..... Micron Semiconductor Products, Micron Semiconductor Products, .................................. ... ... ....... .......... .. 1.F FE .. .......................... ............ ....."
ALL,2814,row parsed without values,000000-00-0 ..... KIOXIA Singapore Pte Ltd KIOXIA Singapore Pte Ltd ... ... ....... .......... .. 1.F FE .. .......................... ............ .......................... .........................
ALL,2814,row parsed without values,000000-00-0 ..... KIOXIA America Inc KIOXIA America Inc ............... ... ... ....... .......... .. 1.F FE .. .......................... ............ .......................... .....................
ALL,2815,row parsed without values,000000-00-0 ..... KIOXIA Europe GmbH KIOXIA Europe GmbH ................ ... ... ....... .......... .. 1.F FE .. .......................... ............ .......................... ....................
ALL,2815,row parsed without values,"000000-00-0 ..... Micron Semiconductor Products, Micron Semiconductor Products ................................... ... ... ....... .......... .. 1.F FE .. .......................... ............ ....."
ALL,2815,row parsed without values,000000-00-0 ..... SoftBank Vision Fund II SVF II FINCO CAYMAN LP 5% 23 ............................................................. ... ... ....... .......... .. 1.F FE .. .......................... 
ALL,2815,row parsed without values,006346-AU-4 ..... ADMSO 2018-1 A ADMSO 2018-1 B .......................... ... ... ....... 4 ......... .. 2.B FE .. .......................... ............ .......................... .................
ALL,2815,row parsed without values,006346-AV-2 ..... ADMSO 2018-1 A ADMSO 2018-1 C .......................... ... ... ....... 4 ......... .. 3.B FE .. .......................... ............ .......................... .................
ALL,2816,row parsed without values,14855J-AB-1 ..... CLAST 2016-1 A CLAST 2016-1 A .......................... ... ... ....... 4 ......... .. 1.G FE .. .......................... ............ .......................... .................
ALL,2819,row parsed without values,46033#-AA-8 ..... INTERNATIONAL SPEEDWAY CORPORA P/T CERTS SER 08 ... ... ... ....... .......... .... 3.A .... .......................... ............ .......................... ......................
ALL,2821,row parsed without values,78443D-AH-5 ..... SLMA 2007-A C1 SLMA 2007-A C1 .......................... ... ... ....... 4 ......... .. 1.F FE .. .......................... ............ .......................... .................
ALL,2823,row parsed without values,000000-00-0 ..... Samsung Electronics Singapore Samsung Electronics Singapore .................................................... ... ... C...... .......... .. 1.F FE .. .......................... ..
ALL,2840,row parsed without values,67115T-AE-7 ..... OAKC 2022-12A C OAKC 2022-12A C ........................ ... ... D...... .......... .. 1.F FE .. .......................... ............ .......................... ..................
ALL,2851,row parsed without values,BCC35W-4Y-0 ..... PENTA 2022-11A D PENTA 2022-11A D ..................... ... ... B...... .......... .. 2.C FE .. .......................... ............ .......................... ...................
ALL,2854,row parsed without values,04940J-AD-5 ..... Atlas Securitized Products Fun Project Egypt - Atlas ......................................................... ... ... ....... .......... .. 2.B PL .. .......................... ....
ALL,2854,row parsed without values,04940K-AC-4 ..... Atlas Securitized Products Fun Atlas Securitized Products Fun ................................................ ... ... ....... .......... ...3.C PL .. .......................... ....
ALL,2855,row parsed without values,59565H-BC-8 ..... Midcap Funding Franchise Finan MFFFT Series 2022-1 Class C Se .................................................. ... ... ....... .......... .. 3.B PL .. .......................... ..
ALL,2856,row parsed without values,96328G-AA-5 ..... Wheels Fleet Lease Funding 1 L Wheels Fleet Lease 1 - Class A ................................................. ... ... ....... .......... .. 1.A FE .. .......................... ...
ALL,2856,row parsed without values,96328G-AB-3 ..... Wheels Fleet Lease Funding 1 L Wheels Fleet Lease 1 - Class B ................................................. ... ... ....... .......... .. 1.A FE .. .......................... ...
ALL,2856,row parsed without values,96328G-AC-1 ..... Wheels Fleet Lease Funding 1 L Wheels Fleet Lease 1 - Class C ................................................. ... ... ....... .......... .. 1.D FE .. .......................... ...
ALL,2856,row parsed without values,96328G-AD-9 ..... Wheels Fleet Lease Funding 1 L Wheels Fleet Lease 1 - Class D ................................................. ... ... ....... .......... .. 2.A FE .. .......................... ...
ALL,2856,row parsed without values,96328G-AE-7 ..... Wheels Fleet Lease Funding 1 L Wheels Fleet Lease 1 - Class E ................................................. ... ... ....... .......... .. 2.B FE .. .......................... ...
ALL,2857,row parsed without values,75000G-AJ-5 ..... RRAM 2022-23A C2R RRAM 2022-23A B ..................... ... ... D...... .......... .. 1.F FE .. .......................... ............ .......................... ...................
ALL,2859,row parsed without values,BAN0ZF-E7-0 ..... Grp Operating Llc GRP OPERATING TK .................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2859,row parsed without values,41165Q-AG-2 ..... HARBOURVEST PRTN HAPART TL B 1L USD .................. ... ... ....... .......... ...3.A Z .. .......................... ............ .......................... .....................
ALL,2859,row parsed without values,43289D-AH-6 ..... HILTON WORLDWIDE HLT TL B2 1L USD ..................... ... ... ....... .......... .. 2.C FE .. .......................... ............ .......................... ...................
ALL,2860,row parsed without values,BL2552-41-4 ..... INEOS US FINANCE LLC TERM B ............................. ... ... ....... .......... .. 3.B FE .. .......................... ............ .......................... .................
ALL,2860,row parsed without values,BL2828-71-5 ..... SELECT MEDICAL SEM TL B 1L USD ........................ ... ... ....... .......... .. 3.C FE .. .......................... ............ .......................... ...................
ALL,2860,row parsed without values,BL3286-66-5 ..... NOURYON USA LLC SPCHEM TL B 1L USD .................... ... ... ....... .......... .. 4.A FE .. .......................... ............ .......................... ...................
ALL,2860,row parsed without values,BL3292-64-8 ..... TRANSDIGM INC TDG TL G 1L USD .......................... ... ... ....... .......... .. 4.A FE .. .......................... ............ .......................... ..................
ALL,2860,row parsed without values,BL3638-38-6 ..... QUIKRETE HOLDING QUIKHO TL B1 1L USD ................. ... ... ....... .......... .. 3.C FE .. .......................... ............ .......................... ....................
