section,page,cusip,description,naic_designation,svo_symbol,actual_cost,par_value,fair_value,bacv,stated_rate,effective_rate,acquired,maturity
ICO,5859,37940X-AB-8,,2.C,FE,4984300,5000000,4770852,4993727,3.2,3.237,08/07/2019,08/15/2029
ICO,5859,37940X-AC-6,,2.C,FE,2906792,3750000,2801409,2910381,4.15,5.922,10/16/2025,08/15/2049
ICO,5859,37940X-AD-4,,2.C,FE,8703200,10000000,9261752,9049728,2.9,5.368,02/12/2024,05/15/2030
ICO,5859,37940X-AG-7,,2.C,FE,6252406,6570000,6433243,6392171,2.15,4.854,02/21/2025,01/15/2027
ICO,5859,37940X-AQ-5,,2.C,FE,7305450,7500000,7638435,7344037,5.4,5.778,12/12/2023,08/15/2032
ICO,5859,37959E-30-0,,2.B,FE,25600000,1024000,17233920,25600000,4.25,4.25,06/09/2021,06/15/2061
ICO,5859,37959G-AA-5,,2.B,FE,4733400,5000000,4926975,4781379,4.4,5.7,01/21/2025,10/15/2029
ICO,5860,37959G-AB-3,,2.B,FE,22771484,25025000,22659277,23129011,3.125,4.679,12/30/2024,06/15/2031
ICO,5860,37959G-AD-9,,2.B,FE,70002104,62730000,71702554,69553248,7.95,6.059,09/05/2025,06/15/2033
ICO,5860,37959G-AF-4,,2.B,FE,17979095,18366000,18801405,17986946,6.75,6.917,04/23/2025,03/15/2054
ICO,5860,37959G-AG-2,,3.A,FE,18246500,18200000,18819590,18233213,7.95,7.885,06/14/2024,10/15/2054
ICO,5860,38141G-B2-9,,1.F,FE,20049800,20000000,20501874,20042621,5.049,4.983,03/14/2025,07/23/2030
ICO,5860,38141G-C3-6,,1.F,FE,10004100,10000000,10333747,10003126,5.207,5.192,02/07/2025,01/28/2031
ICO,5860,38141G-C9-3,,1.F,FE,19544200,19000000,19610322,19506070,5.218,4.53,08/28/2025,04/23/2031
ICO,5860,38141G-FD-1,,2.B,FE,4819844,4530000,5064899,4721985,6.75,6.234,07/31/2013,10/01/2037
ICO,5860,38141G-GM-0,,2.A,FE,1513030,1000000,1096949,1403911,6.25,2.92,06/17/2020,02/01/2041
ICO,5860,38141G-VS-0,,2.A,FE,4337105,4500000,4084043,4345184,4.75,5.024,09/11/2024,10/21/2045
ICO,5860,38141G-WL-4,,2.A,FE,12493721,12810000,12745021,12572096,3.691,4.507,02/21/2025,06/05/2028
ICO,5860,38141G-WV-2,,2.A,FE,275000,275000,273492,275000,3.814,3.814,01/18/2018,04/23/2029
ICO,5860,38141G-XA-7,,1.F,FE,2490031,2084000,1930901,2392781,4.411,2.964,03/25/2021,04/23/2039
ICO,5860,38141G-ZR-8,,1.F,FE,12494295,12790000,12720196,12573121,3.615,4.431,02/21/2025,03/15/2028
ICO,5860,38148L-AF-3,,2.B,FE,9804681,10000000,9390330,9815303,5.15,5.303,08/14/2024,05/22/2045
ICO,5860,38148Y-AA-6,,2.A,FE,7593904,7380000,6645354,7538009,4.017,3.782,10/28/2020,10/31/2038
ICO,5860,38152B-AA-9,,2.C,FE,50030157,49850000,50839079,50018167,5.875,5.713,10/08/2025,05/06/2028
ICO,5860,38152B-AC-5,,2.C,FE,117435442,117600000,119918531,117454195,6.25,6.283,05/01/2025,05/06/2030
ICO,5860,38152B-AE-1,,2.C,FE,41708520,42000000,42201415,41722809,5.375,5.612,10/09/2025,01/31/2029
ICO,5860,38152B-AG-6,,2.C,FE,16590168,16800000,16855074,16592677,5.875,6.155,11/19/2025,01/31/2031
ICO,5860,384802-AB-0,,1.E,FE,3389589,3000000,2712465,3313900,4.6,3.772,07/31/2024,06/15/2045
ICO,5860,384802-AC-8,,1.E,FE,6295790,6600000,5236117,6348574,3.75,4.024,10/23/2018,05/15/2046
ICO,5860,384802-AD-6,,1.E,FE,17501383,17500000,14782579,17498462,4.2,4.199,01/30/2019,05/15/2047
ICO,5860,38869A-AA-5,,3.B,FE,2935803,3000000,2995605,2959710,4.75,5.674,01/09/2025,07/15/2027
ICO,5860,39121J-AE-0,,1.G,FE,2316331,2316331,2468364,2316331,6.254,6.253,06/21/2007,07/01/2038
ICO,5860,39121J-AH-3,,1.G,FE,3553667,3588000,3574958,3555775,4.478,5.178,03/20/2025,07/01/2030
ICO,5860,39949#-AA-6,,1.F,PL,21077431,20995817,16345233,21061490,4.715,4.735,12/07/2017,05/15/2052
ICO,5860,39951#-AA-1,,3.B,PL,44458850,44458850,33579022,44458850,4.58,4.624,02/20/2018,02/15/2051
ICO,5860,39952@-AA-2,,2.B,PL,39000000,39000000,32845270,39000000,5.18,5.236,11/16/2018,11/15/2054
ICO,5860,40139L-BA-0,,1.B,FE,18488704,20800000,19827273,19523324,1.25,4.695,08/06/2024,11/19/2027
ICO,5860,402740-AE-4,,2.B,FE,6204605,5500000,5477055,6099125,5.95,5.059,04/04/2019,10/15/2045
ICO,5860,404119-BV-0,,2.C,FE,8630515,9067000,8587387,8634101,5.5,5.895,09/24/2025,06/15/2047
ICO,5860,404119-CV-9,,2.C,FE,15907680,16000000,15928651,15911571,6.0,6.041,02/20/2024,04/01/2054
ICO,5860,404119-CW-7,,2.C,FE,15900800,16000000,15899230,15903755,6.1,6.141,02/20/2024,04/01/2064
ICO,5860,4042Q1-AB-3,,1.F,FE,14283310,13000000,13574170,13794900,5.625,4.811,03/28/2017,08/15/2035
ICO,5860,4042Q1-AD-9,,1.F,FE,3315225,2285000,2671486,3026705,7.0,3.814,02/27/2020,01/15/2039
ICO,5860,404530-AC-1,,1.D,FE,1000000,1000000,726973,1000000,2.675,2.675,08/20/2020,09/01/2041
ICO,5860,404530-AD-9,,1.D,FE,1000000,1000000,637655,1000000,2.875,2.875,08/20/2020,09/01/2050
ICO,5860,40467@-AA-8,,1.C,YE,18173936,18173936,17564844,18173936,4.0,4.033,05/17/2017,04/01/2034
ICO,5860,406216-AW-1,,2.A,FE,8509713,7600000,8436958,8397198,6.7,5.537,11/21/2023,09/15/2038
ICO,5860,406216-AY-7,,2.A,FE,22696362,20000000,23594706,22149049,7.45,6.199,04/16/2021,09/15/2039
ICO,5860,406216-BA-8,,2.A,FE,1987141,2000000,1747551,1989458,4.5,4.547,07/14/2020,11/15/2041
ICO,5860,406216-BE-0,,2.A,FE,17015037,16633000,14688280,16965670,4.75,4.591,09/26/2019,08/01/2043
ICO,5860,406216-BJ-9,,2.A,FE,36315749,37100000,36617830,36417316,4.85,5.08,09/14/2022,11/15/2035
ICO,5860,406216-BK-6,,2.A,FE,21795445,21250000,19025546,21699962,5.0,4.828,09/11/2024,11/15/2045
ICO,5860,406216-BL-4,,2.A,FE,8158050,9000000,8523374,8294310,2.92,5.03,01/31/2025,03/01/2030
ICO,5860,41242*-BM-3,,1.G,FE,7000000,7000000,6625168,7000000,4.06,4.06,08/08/2018,06/07/2033
ICO,5860,41242*-BN-1,,1.G,FE,6000000,6000000,5406045,6000000,4.23,4.23,08/08/2018,06/07/2038
ICO,5861,413875-AN-5,,2.B,FE,9454601,9039000,9853412,9332347,6.15,5.822,05/12/2011,12/15/2040
ICO,5861,413875-AS-4,,2.B,FE,26650896,25200000,25191019,26234666,4.854,4.268,01/18/2022,04/27/2035
ICO,5861,413875-AT-2,,2.B,FE,2228540,2000000,1918766,2179671,5.054,4.35,05/05/2016,04/27/2045
ICO,5861,416515-AP-9,,1.G,FE,1255000,1255000,1343625,1255000,6.1,6.1,10/10/2006,10/01/2041
ICO,5861,42241@-AL-3,,1.G,,13000000,13000000,12410692,13000000,4.27,4.27,05/18/2018,06/01/2033
ICO,5861,42251#-AM-6,,1.F,,4000000,4000000,3990646,4000000,4.05,4.05,12/15/2011,12/15/2027
ICO,5861,42251#-AX-2,,1.F,,11557250,11100000,9952389,11452624,4.03,3.672,10/18/2021,03/30/2037
ICO,5861,42251#-AZ-7,,1.F,,9000000,9000000,7913417,9000000,4.22,4.22,03/30/2016,03/30/2040
ICO,5861,428102-AG-2,,3.A,FE,5076350,5000000,5178483,5060184,6.5,5.958,04/04/2025,06/01/2029
ICO,5861,432833-AF-8,,3.B,FE,900000,900000,903115,900000,4.875,4.875,11/04/2019,01/15/2030
ICO,5861,432833-AR-2,,3.B,FE,19733000,20000000,20611034,19753587,5.875,6.089,04/07/2025,03/15/2033
ICO,5861,43324@-AA-5,,1.G,PL,17000000,17000000,14524596,17000000,2.73,2.73,06/23/2021,07/14/2031
ICO,5861,43324@-AB-3,,1.G,PL,16000000,16000000,12925816,16000000,2.88,2.88,06/23/2021,07/14/2033
ICO,5861,43324@-AC-1,,1.G,PL,17000000,17000000,12605636,17000000,3.03,3.03,06/23/2021,07/14/2036
ICO,5861,436440-AM-3,,3.B,FE,3500000,3500000,3501610,3500000,4.625,4.625,01/16/2018,02/01/2028
ICO,5861,437076-AS-1,,1.F,FE,24748655,20200000,21874241,23461585,5.875,3.917,06/19/2020,12/16/2036
ICO,5861,437076-AU-6,,1.F,FE,10232266,9800000,10154714,10209558,5.4,4.984,08/20/2025,09/15/2040
ICO,5861,437076-AV-4,,1.F,FE,26624329,19910000,21354877,25275655,5.95,3.526,10/08/2025,04/01/2041
ICO,5861,437076-BA-9,,1.F,FE,5990232,7070000,6137730,6026634,4.2,5.539,12/26/2024,04/01/2043
ICO,5861,437076-BD-3,,1.F,FE,24933999,25525000,23883740,24920570,4.875,5.069,11/07/2025,02/15/2044
ICO,5861,437076-BF-8,,1.F,FE,7742565,7885000,6869727,7706013,4.4,4.553,09/23/2024,03/15/2045
ICO,5861,437076-BH-4,,1.F,FE,7318408,6345000,5380382,7166962,4.25,3.345,05/14/2021,04/01/2046
ICO,5861,437076-BX-9,,1.F,FE,2029171,2050000,1773050,2031602,4.5,4.56,08/22/2019,12/06/2048
ICO,5861,437076-BZ-4,,1.F,FE,1105010,1000000,688282,1091201,3.125,2.603,10/06/2020,12/15/2049
ICO,5861,437076-CC-4,,1.F,FE,22451069,27360000,22410587,22523313,3.3,5.052,09/09/2025,04/15/2040
ICO,5861,437076-CF-7,,1.F,FE,8159300,10000000,8679832,8396263,1.375,4.904,02/07/2025,03/15/2031
ICO,5861,437076-CT-7,,1.F,FE,9864700,10000000,9154855,9871608,4.95,5.038,09/12/2022,09/15/2052
ICO,5861,437076-DF-6,,1.F,FE,12307932,11700000,11214545,12296642,5.3,4.961,09/23/2024,06/25/2054
ICO,5861,437076-DG-4,,1.F,FE,18593225,17500000,16780288,18582879,5.4,5.033,09/23/2024,06/25/2064
ICO,5861,438516-AR-7,,1.F,FE,14965736,13449000,14317284,14326975,5.7,4.878,10/31/2018,03/15/2036
ICO,5861,438516-AT-3,,1.F,FE,17587630,17000000,18050547,17348000,5.7,5.453,05/05/2010,03/15/2037
ICO,5861,438516-BB-1,,1.F,FE,22721697,22000000,22753399,22683023,5.375,5.077,09/11/2024,03/01/2041
ICO,5861,438516-BL-9,,1.F,FE,13695740,15000000,14842749,14705717,2.5,4.936,11/09/2022,11/01/2026
ICO,5861,438516-CE-4,,1.F,FE,8287952,8900000,8630400,8560201,1.1,4.499,01/09/2025,03/01/2027
ICO,5861,438516-CF-1,,1.F,FE,2435649,3000000,2624024,2584841,1.75,4.546,12/12/2023,09/01/2031
ICO,5861,44332P-AH-4,,4.A,FE,10202800,10000000,10490286,10160932,7.25,6.53,04/07/2025,06/15/2030
ICO,5861,444859-AZ-5,,2.B,FE,1585903,1100000,1333382,1421120,8.15,4.977,06/05/2014,06/15/2038
ICO,5861,444859-BE-1,,2.B,FE,20306088,15000000,13275734,19373597,4.95,2.884,07/15/2020,10/01/2044
ICO,5861,444859-BL-5,,2.B,FE,3556110,3000000,2223856,3482084,3.95,2.983,06/17/2020,08/15/2049
ICO,5861,444859-BR-2,,2.B,FE,4990200,5000000,4336729,4994036,2.15,2.171,07/29/2021,02/03/2032
ICO,5861,44569*-BL-4,,3.C,,5000000,5000000,4927311,5000000,6.35,6.35,07/27/2010,07/27/2028
ICO,5861,44569*-BM-2,,3.C,,10000000,10000000,9694261,10000000,6.55,6.55,07/27/2010,07/27/2030
ICO,5861,446150-AX-2,,2.A,FE,4132854,4223000,3661216,4152863,2.487,2.668,05/05/2022,08/15/2036
ICO,5861,450636-AC-9,,2.B,FE,37500000,37500000,36833066,37500000,5.183,5.183,07/16/2015,07/15/2035
ICO,5861,450636-E#-8,,2.B,FE,12000000,12000000,8427413,12000000,4.01,4.01,02/16/2022,03/15/2052
ICO,5861,450636-E*-2,,2.B,FE,4800000,4800000,4321581,4800000,3.29,3.29,02/16/2022,03/15/2032
ICO,5862,454889-AQ-9,,2.A,FE,1011561,1000000,871155,1009758,4.55,4.475,01/18/2019,03/15/2046
ICO,5862,454889-AR-7,,1.G,FE,13358970,13500000,10189332,13384052,3.75,3.808,07/03/2019,07/01/2047
ICO,5862,455434-BQ-2,,1.G,FE,922786,736000,631910,889473,4.65,3.061,10/22/2020,06/01/2043
ICO,5862,455434-BT-6,,1.F,FE,7726553,8300000,6625341,7814871,4.05,4.491,01/18/2019,05/01/2046
ICO,5862,45774*-AA-7,,1.C,,2001373,2500000,1762941,2030628,2.67,4.252,05/30/2024,05/15/2048
ICO,5862,458140-AK-6,,2.B,FE,41981759,37500000,33313534,40984166,4.8,3.998,07/19/2019,10/01/2041
ICO,5862,458140-AT-7,,2.B,FE,28593490,24190000,20871621,27848368,4.9,3.733,12/23/2020,07/29/2045
ICO,5862,458140-AV-2,,2.B,FE,1955420,2000000,1534340,1963910,4.1,4.233,12/19/2016,05/19/2046
ICO,5862,458140-BM-1,,2.B,FE,16374187,11450000,9357034,15707713,4.75,2.633,06/17/2020,03/25/2050
ICO,5862,458140-BN-9,,2.B,FE,17287570,11450000,9348806,16797546,4.95,2.801,06/19/2020,03/25/2060
ICO,5862,458140-BT-6,,2.B,FE,5014450,5000000,4692931,5005407,1.6,1.555,08/24/2021,08/12/2028
ICO,5862,458140-CB-4,,2.B,FE,1293937,1500000,1243723,1298016,4.9,5.911,09/11/2024,08/05/2052
ICO,5862,458140-CC-2,,2.B,FE,469709,500000,408185,470187,5.05,5.427,03/14/2024,08/05/2062
ICO,5862,45866F-AL-8,,1.G,FE,3999082,3800000,2497319,3974302,3.0,2.738,10/29/2020,06/15/2050
ICO,5862,45866F-AP-9,,1.G,FE,7703250,10000000,7450600,8019368,2.65,4.507,05/31/2022,09/15/2040
ICO,5862,45866F-AW-4,,1.G,FE,8204795,8500000,8617269,8259403,4.6,5.074,12/12/2023,03/15/2033
ICO,5862,459200-BB-6,,1.G,FE,5073650,5000000,5398508,5029554,5.875,5.77,02/24/2003,11/29/2032
ICO,5862,459200-LK-5,,1.G,FE,5736662,5830000,5758112,5738037,5.7,5.813,03/27/2025,02/10/2055
ICO,5862,459506-AR-2,,2.C,FE,4246042,4500000,3457273,4251662,3.268,3.703,02/14/2025,11/15/2040
ICO,5862,460146-CF-8,,2.B,FE,23207067,17090000,19979941,21930905,7.3,4.454,05/26/2021,11/15/2039
ICO,5862,460146-CM-3,,2.B,FE,14893350,15000000,14904861,14935053,5.0,5.057,05/14/2015,09/15/2035
ICO,5862,461070-AK-0,,2.A,FE,1469456,1600000,1401602,1474868,4.7,5.389,09/11/2024,10/15/2043
ICO,5862,463556-A@-9,,2.A,,9285329,10000000,9340934,9373156,4.12,5.022,05/30/2024,05/09/2034
ICO,5862,46433@-AA-6,,1.E,PL,71331206,71331206,64203236,71331206,3.41,3.434,02/20/2020,06/15/2039
ICO,5862,465685-AD-7,,2.B,FE,4763750,5000000,5280186,4859805,6.375,6.746,06/12/2007,09/30/2036
ICO,5862,46625H-HF-0,,1.F,FE,22847381,14800000,16767108,20764340,6.4,2.57,06/29/2021,05/15/2038
ICO,5862,46625H-JB-7,,1.F,FE,26304683,23410000,24447203,25728649,5.6,4.691,09/22/2025,07/15/2041
ICO,5862,46625H-JM-3,,1.G,FE,8817420,6000000,6176285,8301357,5.625,2.843,06/17/2020,08/16/2043
ICO,5862,46625H-JZ-4,,1.G,FE,548603,550000,551058,549862,4.125,4.152,12/04/2014,12/15/2026
ICO,5862,46625H-LL-2,,1.G,FE,5153986,5000000,4716444,5125635,4.95,4.749,09/11/2024,06/01/2045
ICO,5862,46625H-NJ-5,,1.G,FE,498275,500000,503855,499692,4.25,4.287,09/23/2015,10/01/2027
ICO,5862,46625H-RY-8,,1.F,FE,14702272,15640000,15608382,15230178,3.782,5.125,02/07/2025,02/01/2028
ICO,5862,46647P-AJ-5,,1.F,FE,33930255,34320000,30892849,34039510,3.882,3.964,06/01/2018,07/24/2038
ICO,5862,46647P-AK-2,,1.F,FE,341372,295000,241220,334086,4.032,3.178,08/22/2019,07/24/2048
ICO,5862,46647P-AN-6,,1.F,FE,15000000,15000000,11954237,15000000,3.897,3.897,01/16/2018,01/23/2049
ICO,5862,46647P-BE-5,,1.E,FE,5140016,5600000,5318626,5196120,2.739,4.427,03/31/2025,10/15/2030
ICO,5862,46647P-BM-7,,1.E,FE,2737664,2515000,1977988,2688631,3.109,2.531,10/28/2020,04/22/2041
ICO,5862,46647P-BU-9,,1.E,FE,25301100,30000000,26675142,25787850,1.764,4.508,03/14/2025,11/19/2031
ICO,5862,46647P-CW-4,,1.E,FE,20988098,21750000,21494799,21195361,2.947,4.202,02/21/2025,02/24/2028
ICO,5862,46647P-DG-8,,1.E,FE,24992828,24920000,25253504,24970337,4.851,4.716,03/27/2025,07/25/2028
ICO,5862,46647P-DR-4,,1.E,FE,1500000,1500000,1561280,1500000,5.35,5.348,05/24/2023,06/01/2034
ICO,5862,46647P-DU-7,,1.E,FE,28444920,28000000,28858668,28354002,5.299,4.769,04/08/2025,07/24/2029
ICO,5862,46647P-EV-4,,1.E,FE,57538494,57300000,59188780,57504959,5.14,5.041,03/31/2025,01/24/2031
ICO,5862,46647P-EY-8,,1.E,FE,80036800,80000000,82669144,80031889,5.103,5.09,04/14/2025,04/22/2031
ICO,5862,47233J-DX-3,,2.B,FE,8940582,9000000,7838548,8963948,2.75,2.815,04/16/2021,10/15/2032
ICO,5862,47233W-BM-0,,2.B,FE,5966220,6000000,6239672,5981494,5.875,6.007,07/18/2023,07/21/2028
ICO,5862,476556-DD-4,,1.G,FE,4986300,5000000,4496885,4991561,2.75,2.78,06/08/2021,03/01/2032
ICO,5862,478160-BA-1,,1.A,FE,125620,115000,114229,122263,4.85,4.282,09/30/2013,05/15/2041
ICO,5863,478160-BJ-2,,1.A,FE,7795980,6000000,6094522,7122843,4.375,1.684,01/20/2021,12/05/2033
ICO,5863,478160-CL-6,,1.A,FE,1899646,1600000,1410741,1817483,3.4,2.07,10/28/2020,01/15/2038
ICO,5863,478165-AF-0,,2.A,FE,2932080,3000000,3167002,2972087,5.75,5.912,02/06/2003,02/15/2033
ICO,5863,478165-AH-6,,2.A,FE,8431740,8000000,7069614,8364269,4.75,4.408,01/18/2019,10/15/2046
ICO,5863,48126B-AA-1,,1.F,FE,7591990,7000000,7131598,7430126,5.4,4.844,01/31/2014,01/06/2042
ICO,5863,482480-AF-7,,1.F,FE,985231,910000,967718,953316,5.65,4.95,07/07/2016,11/01/2034
ICO,5863,482480-AH-3,,1.F,FE,496390,500000,462175,496806,5.0,5.047,03/13/2019,03/15/2049
ICO,5863,482480-AJ-9,,1.F,FE,1758773,2000000,1396299,1765701,3.3,4.031,09/11/2024,03/01/2050
ICO,5863,482480-AM-2,,1.F,FE,29359900,30000000,27287901,29382979,4.95,5.092,01/30/2024,07/15/2052
ICO,5863,48250A-AA-1,,1.F,,26863972,28215000,26407762,26891821,5.125,5.524,09/06/2024,06/01/2044
ICO,5863,48252A-AA-9,,1.F,FE,6706280,7288000,7138552,6954053,3.75,5.199,12/01/2022,07/01/2029
ICO,5863,48252M-AA-3,,1.F,,7849406,9400000,6610352,7898488,3.5,4.543,09/06/2024,08/25/2050
ICO,5863,48253M-10-4,,2.A,FE,24500000,980000,17027500,24500000,4.625,4.625,03/24/2021,04/01/2061
ICO,5863,48255B-AA-4,,1.F,FE,32678731,42300000,28166639,32805718,3.25,4.717,10/30/2025,12/15/2051
ICO,5863,48255G-AA-3,,1.F,FE,4443920,4500000,4522291,4458739,4.85,5.019,04/06/2023,05/17/2032
ICO,5863,48259*-AA-5,,2.A,PL,3830966,3830966,3000821,3830966,3.12,3.14,11/09/2020,12/31/2035
ICO,5863,485134-BQ-2,,1.F,FE,4986450,5000000,4074702,4988775,4.2,4.216,06/13/2017,06/15/2047
ICO,5863,485134-BR-0,,1.F,FE,3996520,4000000,3276523,3997119,4.2,4.205,02/26/2018,03/15/2048
ICO,5863,485134-BS-8,,1.F,FE,9090621,9250000,7421000,9099876,4.125,4.232,09/11/2024,04/01/2049
ICO,5863,485260-BK-8,,1.F,FE,4039850,4300000,4738069,4131084,6.53,7.021,01/28/2009,12/15/2037
ICO,5863,491674-BJ-5,,1.F,FE,4065888,4000000,3514464,4053501,4.65,4.538,10/23/2018,11/15/2043
ICO,5863,491674-BL-0,,1.F,FE,523046,500000,423588,518847,4.375,4.09,06/01/2018,10/01/2045
ICO,5863,491674-BM-8,,1.F,FE,5166850,5000000,3451194,5145782,3.3,3.126,05/27/2020,06/01/2050
ICO,5863,49177J-AD-4,,1.F,FE,1595776,1600000,1603137,1599595,5.35,5.466,10/19/2023,03/22/2026
ICO,5863,49177J-AF-9,,1.F,FE,8488332,8500000,8689670,8493995,5.05,5.084,10/19/2023,03/22/2028
ICO,5863,49271V-AC-4,,2.B,FE,12053181,10500000,10261512,11652113,4.985,3.778,09/30/2020,05/25/2038
ICO,5863,49271V-AD-2,,2.B,FE,1000000,1000000,891483,1000000,5.085,5.085,05/31/2019,05/25/2048
ICO,5863,49271V-AF-7,,2.B,FE,8235967,8249000,8316822,8241766,4.597,4.636,12/26/2023,05/25/2028
ICO,5863,49338C-AA-1,,2.A,FE,4523857,3417000,3417944,4300032,5.819,3.585,09/15/2020,04/01/2041
ICO,5863,494368-AS-2,,1.F,FE,10189330,10000000,10472056,10027712,6.375,6.225,09/11/2003,01/01/2028
ICO,5863,494550-AW-6,,2.B,FE,9035130,6500000,7335660,8412139,6.95,3.87,06/17/2020,01/15/2038
ICO,5863,494550-BD-7,,2.B,FE,495590,500000,540219,496964,6.5,6.568,09/11/2009,09/01/2039
ICO,5863,494550-BF-2,,2.B,FE,1999500,1500000,1629507,1900916,6.55,4.11,06/17/2020,09/15/2040
ICO,5863,494550-BK-1,,2.B,FE,16385040,16000000,15805482,16308913,5.625,5.44,08/09/2018,09/01/2041
ICO,5863,49456B-AR-2,,2.B,FE,990600,1000000,892985,995170,2.0,2.1,07/27/2020,02/15/2031
ICO,5863,49456B-AS-0,,2.B,FE,1182780,1200000,795164,1184767,3.25,3.326,07/27/2020,08/01/2050
ICO,5863,49461M-AB-6,,3.A,FE,20129000,20000000,20586374,20107682,6.625,6.422,04/07/2025,12/15/2028
ICO,5863,50012L-AE-4,,3.C,FE,18458528,18333000,18852073,18455542,6.75,6.637,10/10/2025,10/01/2035
ICO,5863,50077L-AB-2,,2.B,FE,34950334,35000000,28981599,34935270,4.375,4.382,06/19/2020,06/01/2046
ICO,5863,50077L-AZ-9,,2.B,FE,4675725,4918000,4241808,4679609,4.875,5.229,08/21/2024,10/01/2049
ICO,5863,501044-CK-5,,2.A,FE,2486050,2500000,2873541,2491014,6.9,6.944,03/19/2008,04/15/2038
ICO,5863,501044-CT-6,,2.A,FE,5712365,5000000,4708545,5586246,5.15,4.183,12/12/2019,08/01/2043
ICO,5863,501044-DC-2,,2.A,FE,11220531,10000000,9994542,10000000,3.5,3.5,12/14/2020,02/01/2026
ICO,5863,501044-DF-5,,2.A,FE,14052231,15400000,11981896,14223806,3.875,4.433,09/11/2024,10/15/2046
ICO,5863,501044-DG-3,,2.A,FE,8978412,8660000,7303847,8831450,4.45,4.208,12/17/2025,02/01/2047
ICO,5863,501044-DK-4,,2.A,FE,8934840,9000000,7752168,8944774,4.65,4.695,07/17/2017,01/15/2048
ICO,5863,501044-DL-2,,2.A,FE,3431308,3500000,3546015,3455014,4.5,4.961,03/18/2024,01/15/2029
ICO,5863,501044-DM-0,,2.B,FE,8674079,7750000,7415920,8526789,5.4,4.609,01/29/2025,01/15/2049
ICO,5863,501044-DW-8,,2.A,FE,48109515,48930000,46781029,48113931,5.5,5.617,12/17/2025,09/15/2054
ICO,5864,501044-DX-6,,2.A,FE,50699507,51700000,49374756,50702686,5.65,5.775,12/12/2025,09/15/2064
ICO,5864,50202*-AA-9,,2.A,,5000000,5000000,5014447,5000000,4.46,4.46,08/12/2022,09/01/2027
ICO,5864,50202*-AB-7,,2.A,,3000000,3000000,2998333,3000000,4.52,4.52,08/12/2022,09/01/2029
ICO,5864,502431-AN-9,,2.B,FE,8291400,10000000,8835347,8514208,1.8,5.189,02/13/2025,01/15/2031
ICO,5864,502431-AP-4,,2.B,FE,12088771,12000000,12172284,12038079,5.4,5.082,07/10/2024,01/15/2027
ICO,5864,502431-AQ-2,,2.B,FE,8079600,8000000,8342018,8066434,5.4,5.265,12/12/2023,07/31/2033
ICO,5864,502431-AU-3,,2.B,FE,3988352,4000000,4142013,3990709,5.35,5.385,03/14/2024,06/01/2034
ICO,5864,50247@-AA-4,,2.A,PL,29935787,30798293,25463592,29970221,3.36,3.651,05/30/2024,06/30/2045
ICO,5864,50249A-AD-5,,2.B,FE,12317532,15100000,10799657,12384228,4.2,5.557,09/23/2024,05/01/2050
ICO,5864,50249A-AH-6,,2.B,FE,12599411,15100000,10967776,12731887,3.375,4.85,09/23/2024,10/01/2040
ICO,5864,50249A-AJ-2,,2.B,FE,6159347,8300000,5365176,6207959,3.625,5.48,09/13/2024,04/01/2051
ICO,5864,50540R-AU-6,,2.B,FE,8044090,8500000,8466779,8289215,3.6,5.173,02/28/2024,09/01/2027
ICO,5864,51223*-AB-0,,1.E,PL,80000000,80000000,79799280,80000000,4.5,4.5,07/13/2021,07/13/2026
ICO,5864,51223*-AD-6,,1.E,PL,178000000,178000000,186676129,178000000,6.53,6.534,10/31/2024,11/13/2029
ICO,5864,51223*-AH-7,,1.E,PL,30000000,30000000,30906528,30000000,7.01,6.016,12/12/2024,11/13/2028
ICO,5864,512807-AT-5,,1.G,FE,5590880,4000000,3673563,5369796,4.875,2.822,06/17/2020,03/15/2049
ICO,5864,512807-AW-8,,1.G,FE,8745098,8500000,5525453,8714146,2.875,2.729,10/28/2020,06/15/2050
ICO,5864,513075-BZ-3,,3.C,FE,4456650,5000000,4710888,4516266,3.625,5.873,04/04/2025,01/15/2031
ICO,5864,52678@-AA-8,,2.B,PL,1487618,1487618,1360008,1487618,3.86,3.879,03/09/2021,03/31/2036
ICO,5864,53079E-BF-0,,2.B,FE,5493120,5400000,4771504,5474477,4.85,4.737,11/10/2016,08/01/2044
ICO,5864,53079E-BK-9,,2.B,FE,6520320,6000000,4170578,6483187,3.95,3.54,06/17/2020,05/15/2060
ICO,5864,531546-AB-5,,2.B,FE,27137154,27225000,24709464,27181258,2.05,2.086,09/24/2020,09/15/2030
ICO,5864,53190F-AE-5,,3.A,FE,492865,500000,512282,493563,6.0,6.265,04/04/2025,11/15/2031
ICO,5864,532457-BT-4,,1.E,FE,2425990,2450000,1974969,2429348,3.95,4.006,03/20/2019,03/15/2049
ICO,5864,532457-BX-5,,1.E,FE,21001603,22326937,14249996,22225218,1.7,1.715,10/29/2019,11/01/2049
ICO,5864,532457-CE-6,,1.E,FE,14975250,15000000,15022902,14998635,5.0,5.06,02/23/2023,02/27/2026
ICO,5864,532457-CH-9,,1.E,FE,12350792,12200000,11019550,12349275,4.95,4.878,09/13/2024,02/27/2063
ICO,5864,532457-CS-5,,1.E,FE,12371478,11900000,11172649,12362158,5.05,4.797,09/13/2024,08/14/2054
ICO,5864,532457-CT-3,,1.E,FE,1564365,1500000,1414092,1563743,5.2,4.951,09/23/2024,08/14/2064
