section,page,cusip,description,naic_designation,svo_symbol,actual_cost,par_value,fair_value,bacv,stated_rate,effective_rate,acquired,maturity
ABS,5921,05949C-GA-8,,1.A,FM,237963,245310,232626,234660,5.066,5.068,07/18/2017,09/25/2035
ABS,5921,05949C-KQ-8,,1.A,FM,208683,224870,221010,217544,5.105,6.525,05/13/2020,11/25/2035
ABS,5921,05949C-MP-8,,1.A,FM,935553,1158791,932595,935269,3.721,7.357,10/30/2025,12/25/2035
ABS,5921,05949C-PL-4,,1.A,FM,88172,100171,94137,86316,5.563,8.57,02/28/2024,01/25/2036
ABS,5921,05949C-RS-7,,1.A,FM,242189,266848,250868,241474,4.832,6.0,09/23/2022,02/25/2036
ABS,5921,05950D-AD-2,,1.A,FM,686486,764214,733543,700345,5.486,7.887,11/15/2022,06/20/2036
ABS,5921,05950M-AH-3,,1.A,FM,332439,371567,373446,369655,5.929,6.557,04/07/2020,07/20/2036
ABS,5922,05950P-AD-5,,5.B,FM,95216,111164,101937,106644,4.69,4.829,06/08/2015,09/20/2046
ABS,5922,05951F-AB-0,,1.A,FM,422402,511119,480852,428886,5.846,8.87,07/14/2023,01/25/2037
ABS,5922,05951F-AF-1,,1.A,FM,1637464,1876270,1751713,1647540,6.59,7.59,07/31/2024,01/25/2037
ABS,5922,05951F-BC-7,,1.C,FM,251008,301666,266717,257997,6.0,6.042,04/07/2020,01/25/2037
ABS,5922,05951F-BD-5,,1.C,FM,327443,393526,347935,336559,6.0,6.042,04/07/2020,01/25/2037
ABS,5922,05951G-AC-6,,1.A,FM,1688775,1923395,1869454,1781591,3.976,7.83,12/22/2023,03/25/2037
ABS,5922,05951G-AQ-5,,5.C,FM,764901,802502,631814,631814,6.0,3.822,04/07/2020,03/25/2037
ABS,5922,05951U-AW-1,,3.A,FM,389843,416944,374414,403856,6.549,5.044,07/18/2017,10/25/2036
ABS,5922,059522-BE-1,,3.A,FM,1614696,1633017,1457970,1705369,4.443,3.367,11/12/2019,05/20/2036
ABS,5922,05952D-AB-4,,1.A,FM,268703,302184,266682,276577,4.168,6.405,04/24/2019,02/20/2047
ABS,5922,05952D-AD-0,,1.A,FM,,26045,240,,4.283,0.0,01/31/2023,02/20/2047
ABS,5922,05952F-AG-8,,3.A,FM,1570056,1938025,1486173,1618148,5.5,4.672,04/21/2020,05/25/2037
ABS,5922,05952F-AL-7,,3.B,FM,734061,876987,697985,755961,6.15,4.835,04/07/2020,05/25/2037
ABS,5922,05952H-AD-1,,1.A,FM,1258814,1490862,1305364,1269557,6.0,6.972,03/27/2024,03/25/2037
ABS,5922,05954C-AA-6,,4.B,FM,651235,716393,608950,680995,6.0,5.317,05/13/2020,09/25/2037
ABS,5922,05955C-AC-1,,1.A,FM,232347,268610,230133,249429,5.255,5.768,09/06/2016,05/20/2036
ABS,5922,05955C-AD-9,,1.A,FM,15565,17789,15241,16931,5.255,6.411,03/07/2017,05/20/2036
ABS,5922,05955G-AQ-1,,2.C,FM,1427367,1618771,1408431,1375970,5.19,5.442,10/28/2015,11/26/2035
ABS,5922,05955Y-AE-9,,1.A,FM,926887,1000706,910853,958822,4.191,5.232,05/27/2015,05/26/2035
ABS,5922,05956D-BC-7,,1.A,FM,708243,776369,688207,728627,4.953,5.631,10/28/2015,08/26/2036
ABS,5922,05956E-AC-6,,1.A,FM,1187556,1334333,1310381,1276937,5.5,6.734,09/09/2016,02/26/2035
ABS,5922,05956R-AD-5,,1.A,FM,1310305,1532073,1412792,1327742,4.426,7.227,07/14/2023,08/26/2035
ABS,5922,05956Y-AD-0,,1.A,FM,1209102,1515784,1485818,1492196,4.473,7.066,10/28/2015,08/26/2046
ABS,5922,05956Y-AK-4,,5.C,FM,10192467,11728959,10902624,12188267,4.492,4.481,10/28/2015,10/26/2036
ABS,5922,05956Y-AR-9,,1.A,FM,1557946,1994171,1795046,2034021,4.002,5.422,10/28/2015,11/26/2036
ABS,5922,05963S-AE-2,,1.A,FM,2675413,3510586,2604921,3189947,1.187,5.583,03/09/2017,09/26/2036
ABS,5922,05990R-AU-5,,1.A,FM,12196188,13632535,12659464,12944130,3.225,4.946,05/25/2022,08/27/2036
ABS,5922,05990T-BE-6,,1.A,FM,184999,225863,211020,188454,4.559,8.957,07/31/2024,03/27/2036
ABS,5922,06051G-DN-6,,1.A,FM,410868,495022,478529,393588,5.301,12.322,01/31/2023,05/25/2035
ABS,5922,06051G-DN-6,,2.A,FM,147552,154408,149264,144774,5.301,6.368,07/31/2024,05/25/2035
ABS,5922,07324F-AD-2,,1.A,FM,1303708,6164000,1673893,1443922,7.719,14.158,07/31/2024,08/28/2047
ABS,5922,07325V-AF-1,,1.A,FM,9753,9561,9637,9668,6.601,4.97,10/21/2013,05/28/2037
ABS,5922,07336G-AK-0,,1.A,,485277,527191,491113,485277,4.724,5.753,09/05/2025,10/25/2051
ABS,5922,07378R-AB-5,,5.C,FM,289464,269908,227325,307537,5.642,,06/01/2018,02/25/2037
ABS,5922,07384M-4A-7,,1.A,FM,429306,473086,448542,429210,4.885,6.566,11/14/2012,01/25/2035
ABS,5922,07384M-G6-3,,1.A,FM,478382,563135,533469,465096,5.251,10.035,07/14/2023,04/25/2034
ABS,5922,07384M-N3-2,,1.A,FM,183228,189156,189714,189218,6.811,5.96,01/05/2017,05/25/2034
ABS,5922,07384M-TT-9,,1.A,FM,326099,334497,227850,327061,4.792,4.895,11/12/2019,04/25/2033
ABS,5922,07386H-A9-2,,1.A,FM,2832904,3398631,3229637,2908966,4.326,8.136,12/06/2022,02/25/2036
ABS,5922,07386H-A9-2,,2.A,FM,8963,11026,10478,11216,4.326,4.219,01/20/2015,02/25/2036
ABS,5922,07386H-A9-2,,4.A,FM,906410,1074690,1021251,1154611,4.326,3.06,09/15/2015,02/25/2036
ABS,5923,07386H-A9-2,,5.C,FM,981606,1037364,985782,1212471,4.326,1.348,11/16/2017,02/25/2036
ABS,5923,07386H-C5-8,,1.A,FM,681924,995594,943990,551370,5.073,26.121,07/31/2024,02/25/2036
ABS,5923,07386H-F7-1,,1.A,FM,1163635,1462437,1192487,1161534,4.039,7.804,07/14/2023,03/25/2036
ABS,5923,07386H-FM-8,,1.A,FM,604412,648163,623125,621524,5.049,5.406,05/08/2014,02/25/2034
ABS,5923,07386H-GW-5,,1.A,FM,455903,509389,490529,480306,5.092,6.22,10/15/2015,03/25/2034
ABS,5923,07386H-H4-6,,1.A,FM,631719,987545,896518,661261,4.286,15.62,07/31/2024,04/25/2036
ABS,5923,07386H-LB-5,,1.A,FM,188890,215163,207403,189775,5.284,7.639,10/31/2012,09/25/2034
ABS,5923,07386H-QW-4,,1.A,FM,2807491,3170892,2835592,2750120,5.029,7.848,06/28/2018,04/25/2035
ABS,5923,07386H-RF-0,,1.A,FM,16490,411914,103209,26128,1.875,50.084,07/25/2023,04/25/2035
ABS,5923,07386H-RF-0,,6.F,M,27457,128530,32205,32205,1.875,20.305,07/31/2024,04/25/2035
ABS,5923,07386H-SA-0,,1.A,FM,1705010,1769600,1693182,1715043,5.007,5.065,09/29/2021,03/25/2035
ABS,5923,07386H-SE-2,,1.A,FM,91999,855656,527923,109753,4.472,43.839,07/25/2023,04/25/2035
ABS,5923,07386H-SE-2,,5.B,FM,158735,266814,164619,174247,4.472,12.18,07/31/2024,04/25/2035
ABS,5923,07386H-VR-9,,1.A,FM,3025280,3712061,2981171,2992082,5.532,5.211,10/15/2025,09/25/2035
ABS,5923,07386H-VW-8,,1.A,FM,592268,1459285,482177,375111,5.082,12.187,07/31/2024,09/25/2035
ABS,5923,07386H-WR-8,,1.A,FM,841796,913897,887351,881023,4.386,5.524,12/10/2014,10/25/2035
ABS,5923,07386H-WT-4,,1.A,FM,12769,12925,12975,12925,4.386,6.104,08/02/2024,10/25/2035
ABS,5923,07386H-XN-6,,1.A,FM,2778619,2202806,2104682,1903444,4.366,8.361,08/10/2022,11/25/2035
ABS,5923,07386H-YW-5,,1.A,FM,1045850,1202457,1110629,874985,4.346,2.842,07/14/2023,01/25/2036
ABS,5923,07386H-ZE-4,,1.A,FM,868973,919605,882547,858601,5.084,6.456,02/28/2024,01/25/2036
ABS,5923,07386H-ZG-9,,1.A,FM,7047379,7707439,6916225,6995665,4.724,6.564,09/25/2024,01/25/2036
ABS,5923,07386R-AE-9,,1.A,FM,353566,415939,398625,368767,4.286,7.249,07/31/2024,05/25/2037
ABS,5923,07386R-AF-6,,6.*,,,948251,,,4.521,0.0,01/31/2023,05/25/2037
ABS,5923,073870-AG-2,,1.A,FM,1263294,1705515,1256806,1222686,3.963,7.007,01/08/2024,04/25/2037
ABS,5923,073871-BL-8,,5.C,FM,1537477,1798219,1097181,1184665,4.544,4.689,04/06/2020,07/25/2036
ABS,5923,073875-AA-4,,1.A,FM,146315,187888,170591,152296,4.186,8.284,04/07/2020,12/25/2046
ABS,5923,073877-DY-5,,1.G,FM,1089255,1094922,1116524,1088865,6.0,6.097,03/21/2023,09/25/2035
ABS,5923,073879-3S-5,,1.A,FM,,137773,14,,4.896,0.0,01/31/2023,11/25/2035
ABS,5923,073879-4H-8,,1.A,FM,195523,338926,184080,157432,9.968,13.559,06/01/2018,12/25/2035
ABS,5923,073879-6S-2,,1.A,FM,3185753,3384326,3289940,2380254,4.866,16.886,07/31/2024,12/25/2035
ABS,5923,073879-CD-8,,1.A,FM,38365,40320,40492,40320,5.721,5.789,02/11/2014,07/25/2034
ABS,5923,073879-HF-8,,1.A,FM,116036,116036,116389,116241,5.646,5.495,09/20/2017,09/25/2034
ABS,5923,073879-PS-1,,1.A,FM,1449460,1588369,1662420,1575671,5.091,8.888,08/02/2024,01/25/2035
ABS,5923,073879-TW-8,,1.A,FM,185032,1173838,1102953,235384,5.721,38.838,07/25/2023,04/25/2035
ABS,5923,073879-TW-8,,5.C,FM,324158,366405,344279,334432,5.721,7.741,07/31/2024,04/25/2035
ABS,5923,073879-XF-0,,1.A,FM,204621,1192526,584019,221263,4.521,44.703,07/31/2024,07/25/2035
ABS,5923,073879-YG-7,,1.A,FM,524513,718166,573924,516960,6.0,8.928,07/31/2024,07/25/2035
ABS,5923,07387A-AA-3,,1.A,FM,2566175,2778160,2729402,2610847,5.66,8.354,01/09/2025,03/25/2035
ABS,5923,07387A-AW-5,,1.A,FM,1550073,1743325,1621306,1653416,4.842,5.716,04/07/2020,06/25/2035
ABS,5923,07387A-BL-8,,1.A,FM,2846264,3078458,2928941,2655508,5.095,8.59,03/01/2023,08/25/2035
ABS,5923,07387A-BP-9,,1.A,FM,303432,312045,311169,309615,6.003,5.792,11/05/2021,08/25/2035
ABS,5923,07387A-BR-5,,1.A,FM,211699,231525,216981,207460,4.905,7.098,06/28/2023,08/25/2035
ABS,5923,07387A-EG-6,,1.A,FM,1569235,1592480,1505018,1567536,5.91,5.745,08/24/2022,10/25/2035
ABS,5924,07387A-EG-6,,1.B,FM,112538,111943,105795,112446,5.91,5.081,09/19/2019,10/25/2035
ABS,5924,07387A-EG-6,,1.C,FM,837796,831946,786254,836726,5.91,5.041,09/05/2019,10/25/2035
ABS,5924,07387A-EG-6,,2.A,FM,1162918,1148561,1085480,1168603,5.91,4.668,10/19/2017,10/25/2035
ABS,5924,07387A-GB-5,,1.A,FM,425222,746003,59547,405227,5.641,20.123,10/08/2020,02/25/2036
ABS,5924,07387A-GZ-2,,2.C,FM,1216766,1255552,1226884,1223937,5.86,5.913,01/30/2018,02/25/2036
ABS,5924,07387A-GZ-2,,3.C,FM,169409,168671,164820,169857,5.86,4.798,09/17/2019,02/25/2036
ABS,5924,07387A-HC-2,,1.A,FM,164764,669094,511753,135633,5.86,,01/31/2023,02/25/2036
ABS,5924,07387U-BA-8,,1.A,FM,2808841,3964783,3782095,2532871,4.791,23.246,07/31/2024,12/25/2035
ABS,5924,07387U-CE-9,,1.A,FM,3663700,6946450,3439728,3098964,6.25,7.441,12/22/2023,02/25/2036
ABS,5924,07387U-CG-4,,6.*,,,170460,9683,,4.521,0.0,01/31/2023,02/25/2036
ABS,5924,073881-AA-2,,1.A,FM,543729,571932,533233,548802,4.203,4.313,03/31/2022,05/25/2047
ABS,5924,073881-AD-6,,1.A,FM,3366621,3735990,3257412,3366621,4.193,5.52,04/07/2020,05/25/2047
ABS,5924,073882-AA-0,,1.A,FM,23828,28230,30239,22059,6.162,9.896,01/31/2023,10/25/2036
ABS,5924,073882-AD-4,,1.A,FM,923038,1097994,970309,938498,4.095,6.15,03/01/2023,10/25/2036
ABS,5924,073888-AQ-2,,1.A,FM,2961895,3726617,3495549,3141701,5.128,7.716,12/06/2022,07/25/2036
ABS,5924,073888-BE-8,,1.A,FM,236463,236927,243282,232627,6.0,6.476,12/06/2022,08/25/2036
ABS,5924,07388C-AF-7,,1.A,FM,6044921,6754076,6531854,2299338,4.326,47.76,01/31/2023,06/25/2036
ABS,5924,07388D-AA-6,,1.A,FM,183955,230662,213637,187693,5.02,9.08,08/29/2016,07/25/2036
ABS,5924,07388D-AC-2,,1.A,FM,3128632,3730030,3207982,3140527,4.332,6.234,03/04/2025,07/25/2036
ABS,5924,07388J-AC-9,,1.A,FM,52968,54764,55317,54388,4.366,7.067,07/31/2024,10/25/2036
ABS,5924,07389K-AA-9,,1.A,FM,2037323,4281234,1997537,1995642,4.192,6.096,09/05/2025,09/25/2047
ABS,5924,07389K-AF-8,,6.*,,,,185,185,0.321,0.0,01/31/2023,09/25/2047
ABS,5924,07389N-AA-3,,1.A,FM,998946,1005137,1007007,1004489,5.884,5.257,11/12/2019,10/25/2036
ABS,5924,07389P-AY-6,,1.A,FM,1328548,1479247,1277636,1340828,4.466,7.055,07/09/2025,10/25/2036
ABS,5924,073914-F6-5,,1.A,FM,4,23,,,6.75,0.0,01/31/2023,05/02/2030
ABS,5924,07400H-AR-4,,1.A,FM,502151,892712,1229778,604816,4.326,23.442,01/31/2023,11/25/2036
ABS,5924,07400H-AR-4,,5.A,FM,278830,278432,383561,307810,4.326,14.258,07/31/2024,11/25/2036
ABS,5924,07400N-AB-6,,1.A,FM,280640,328897,285657,284071,4.166,5.507,07/31/2024,06/25/2047
ABS,5924,07400N-AD-2,,1.A,FM,1944009,2397606,2055719,2101593,4.286,11.531,07/31/2024,06/25/2047
ABS,5924,07400N-AH-3,,6.F,M,129544,563783,12645,12645,4.416,1.038,12/26/2025,06/25/2047
ABS,5924,07401A-AA-5,,1.A,FM,6441990,8261169,7637720,7009898,4.246,5.603,10/01/2024,09/25/2046
ABS,5924,07401E-AA-7,,1.A,FM,1987348,2327768,2203395,1977000,6.165,9.415,10/12/2022,12/25/2046
ABS,5924,07401J-AA-6,,1.A,FM,239449,301483,293860,256923,4.266,7.965,04/08/2014,12/25/2036
ABS,5924,07401L-AB-9,,1.A,FM,418779,943353,1253171,439374,4.346,28.773,07/31/2024,07/25/2036
ABS,5924,07401V-AB-7,,1.A,FM,760245,1985930,2066833,862670,4.206,44.067,07/31/2024,03/25/2037
ABS,5924,07401V-AP-6,,1.A,FM,3387680,3652906,3535214,3387187,4.146,5.665,12/14/2023,04/25/2037
ABS,5924,07402F-AC-9,,2.C,FM,538786,620960,494207,521439,3.944,5.125,01/11/2017,12/26/2046
ABS,5924,07402F-AC-9,,3.A,FM,376789,426673,339579,364263,3.944,4.821,01/25/2017,12/26/2046
ABS,5924,07402P-AK-9,,6.F,M,,8494113,21341,,5.201,0.0,01/31/2023,04/25/2037
ABS,5924,07820Q-BQ-7,,1.A,FM,71851,77696,80162,75091,6.254,7.117,08/29/2016,02/22/2035
ABS,5924,07820Q-CD-5,,1.A,FM,1152499,1534789,964005,825255,4.346,13.857,02/22/2017,05/20/2045
ABS,5924,10569E-AA-9,,1.A,,16176,19031,18730,19031,0.97,,01/31/2023,03/25/2060
ABS,5925,10569K-AB-3,,1.A,,1253227,1239669,1257506,1252438,6.538,5.562,10/28/2025,02/25/2064
ABS,5925,10569K-AC-1,,1.A,,2297422,2278942,2309823,2294516,6.589,5.886,05/02/2025,02/25/2064
ABS,5925,10569K-AD-9,,1.C,,1513125,1500000,1521761,1511749,6.819,6.719,04/28/2025,02/25/2064
ABS,5925,10569P-AD-8,,1.C,FE,8249889,8250000,8327428,8249889,5.972,5.927,04/08/2025,02/25/2055
ABS,5925,10569P-AE-6,,1.F,FE,4228894,4229000,4259335,4233008,6.171,6.077,04/08/2025,02/25/2055
ABS,5925,10569P-AF-3,,2.B,FE,2641770,2628000,2649846,2640374,6.57,6.347,09/05/2025,02/25/2055
ABS,5925,10570A-AE-6,,1.F,FE,4949852,4950000,4960570,4952123,5.441,6.152,11/24/2025,12/25/2055
ABS,5925,10570A-AF-3,,2.B,FE,5272968,5273000,5283982,5272974,5.791,5.861,11/24/2025,12/25/2055
ABS,5925,10570F-AD-7,,1.C,FE,2487788,2445000,2480207,2482710,6.901,5.941,10/08/2025,12/01/2063
ABS,5925,10570N-AF-5,,2.B,FE,2548021,2500000,2533793,2528623,7.01,6.869,08/14/2024,04/25/2054
ABS,5925,10570P-AF-0,,1.F,,3799927,3800000,3834487,3780281,6.14,6.231,10/09/2024,09/25/2054
ABS,5925,10570Q-AL-5,,2.B,,5873161,5750000,5926767,5867946,6.65,5.867,09/24/2025,02/25/2065
ABS,5925,124760-AA-7,,1.G,FE,64999344,65000000,65753838,65015380,5.684,5.738,05/15/2025,05/28/2040
ABS,5925,124760-AB-5,,2.C,FE,7784904,7785000,7889446,7787052,6.316,6.385,05/15/2025,05/28/2040
ABS,5925,12479D-AC-2,,1.A,FM,612650,911263,647468,577053,4.066,9.74,08/29/2016,10/25/2036
ABS,5925,12489W-GD-0,,1.A,FM,836635,945104,1030458,842383,7.221,8.219,08/29/2016,01/25/2033
ABS,5925,12489W-NB-6,,1.A,FM,667528,932188,991058,757874,4.536,11.832,11/25/2025,08/25/2035
ABS,5925,1248MB-AF-2,,1.A,FM,8257042,25022681,7375428,8257042,3.279,5.613,06/17/2020,02/25/2037
ABS,5925,1248MP-AF-1,,6.F,E,851568,879000,879213,856948,6.483,7.255,07/31/2024,12/25/2036
ABS,5925,1248MP-AH-7,,6.F,E,,75734,1054,,7.032,0.0,09/01/2025,12/25/2036
ABS,5925,1248P1-AA-2,,1.A,FM,4134298,4625787,4343533,4154112,4.126,6.12,06/25/2025,10/25/2036
ABS,5925,12506Y-CX-5,,1.A,FM,490493,586379,628799,533874,5.646,10.331,07/31/2024,07/25/2034
ABS,5925,12530J-AC-6,,1.A,FE,1845228,2156590,2060349,1838943,2.0,0.0,11/25/2025,02/25/2052
ABS,5925,125430-AA-6,,3.B,FM,2254328,3636922,1380853,1515909,6.0,3.53,07/01/2025,06/25/2036
ABS,5925,125435-AB-3,,6.F,E,83405,,24754,24754,1.864,14.465,11/30/2011,07/25/2036
ABS,5925,12543P-AP-8,,5.A,FM,500760,790290,349393,375567,6.0,4.856,04/21/2020,02/25/2037
ABS,5925,12543R-AP-4,,1.A,FM,166600,476001,165619,135058,4.246,9.939,01/31/2023,04/25/2037
ABS,5925,12543W-AF-5,,1.A,FM,1338283,2283366,1241440,1143589,6.0,7.946,07/14/2023,12/25/2036
ABS,5925,12543W-AJ-7,,1.A,FM,1389772,2371216,1289203,1187347,6.0,7.953,07/14/2023,12/25/2036
ABS,5925,12544A-AA-3,,1.A,FM,987899,1640483,739969,764526,6.0,6.251,08/10/2022,02/25/2037
ABS,5925,12544C-AG-6,,1.A,FM,853282,1514517,662097,616458,5.85,6.774,08/10/2022,03/25/2037
ABS,5925,12544C-AR-2,,1.A,FM,302406,634967,284435,240782,6.0,8.946,07/14/2023,03/25/2037
ABS,5925,12544T-AD-6,,1.A,FM,1510521,2089930,938541,996981,5.75,6.131,03/31/2021,06/25/2037
ABS,5925,12544T-AM-6,,1.A,FM,295425,416908,180332,190778,5.5,6.168,04/07/2020,06/25/2037
ABS,5925,12544V-AB-5,,1.E,FM,713531,968462,459764,474991,5.75,5.619,04/07/2020,05/25/2037
ABS,5925,12544X-AQ-8,,1.G,FM,1292974,2004504,900738,1005494,5.75,4.787,05/15/2020,07/25/2037
ABS,5925,12545A-AD-6,,1.A,FM,872393,1569979,656873,682226,6.0,5.879,04/07/2020,01/25/2038
ABS,5925,12545C-AU-4,,1.A,FM,2465124,4696721,2198652,1915977,6.0,8.67,03/06/2023,07/25/2037
ABS,5925,12566Q-AE-3,,1.A,FM,334711,387088,344171,340159,6.0,6.733,09/15/2016,01/25/2037
ABS,5925,12566Q-AG-8,,1.A,FM,314146,363305,323026,319260,6.0,6.733,09/15/2016,01/25/2037
ABS,5925,12566R-AD-3,,2.C,FM,1009484,1127549,1066918,1026049,6.0,7.068,02/28/2019,11/25/2036
ABS,5926,12566W-AM-2,,1.A,FM,156308,282739,178838,162899,0.0,7.066,07/14/2023,05/25/2037
ABS,5926,12567A-AG-2,,3.B,FM,251619,276885,246156,261305,5.75,5.906,04/21/2020,03/25/2037
ABS,5926,12571D-AC-9,,1.A,,16035621,16035931,16341727,16037897,6.06,5.862,01/29/2025,10/25/2069
ABS,5926,12571D-AD-7,,1.D,,7670177,7620000,7808773,7661569,6.441,6.168,11/18/2025,10/25/2069
ABS,5926,12571D-AE-5,,1.F,,3687892,3688000,3771991,3685688,6.839,6.79,01/29/2025,10/25/2069
ABS,5926,12587P-AA-8,,1.A,FM,,242725,,,6.342,0.0,01/31/2023,02/27/2037
ABS,5926,12592U-BA-9,,1.F,FE,1653,,125376,1653,0.232,0.0,01/31/2023,05/25/2045
ABS,5926,12593M-AY-5,,1.A,FM,2236380,6918777,2298711,1730691,6.612,12.911,12/01/2025,07/27/2036
ABS,5926,12596M-AM-8,,6.*,,213025,213025,203842,203842,3.77,0.0,01/31/2023,07/25/2058
ABS,5926,12596S-AD-5,,1.A,,2328963,2329000,2372999,2328963,5.918,5.877,04/24/2025,05/25/2060
ABS,5926,12596S-AE-3,,1.E,,1786718,1750000,1788142,1786243,6.117,5.359,12/17/2025,05/25/2060
ABS,5926,12596S-AF-0,,1.F,,2054942,2000000,2055110,2052261,6.565,5.62,09/24/2025,05/25/2060
ABS,5926,12596X-AH-5,,6.*,,6,,28344,6,0.0,0.0,01/31/2023,07/25/2049
ABS,5926,12597M-AA-3,,1.A,,2441878,2608844,2538690,2485267,3.24,5.812,07/09/2024,02/25/2050
ABS,5926,12633P-CL-6,,1.A,FM,,39152,,,5.0,0.0,01/31/2023,11/27/2034
ABS,5926,12633P-DA-9,,6.F,M,,2529330,25,,4.75,0.0,01/31/2023,06/27/2035
ABS,5926,12633P-DG-6,,6.F,M,,4464182,45,,5.25,0.0,01/31/2023,09/27/2035
ABS,5926,12633P-DV-3,,6.F,M,,3096233,31,,6.0,0.0,01/31/2023,01/27/2036
ABS,5926,12633P-DX-9,,1.A,FM,90,1276383,,,6.0,0.0,01/31/2023,02/27/2036
ABS,5926,12636S-AE-5,,1.F,FE,4999850,5000000,5021065,5001687,5.497,6.054,10/31/2025,11/25/2060
ABS,5926,12636S-AF-2,,2.B,FE,2172963,2173000,2182161,2172812,5.697,5.724,10/31/2025,11/25/2060
ABS,5926,126378-AY-4,,1.A,FM,41788,464313,39170,43204,6.5,0.0,01/31/2023,02/25/2037
ABS,5926,126379-AB-2,,6.*,,,64022,36073,,4.246,0.0,01/31/2023,06/25/2037
ABS,5926,12638D-AB-2,,1.A,FM,740,273573,78220,111,6.5,0.0,11/01/2025,03/25/2038
ABS,5926,12638P-BV-0,,1.A,FM,32191,56724,45142,30127,4.096,13.592,01/31/2023,04/25/2037
ABS,5926,12638P-CB-3,,6.*,,5277,,18823,5277,6.75,0.0,01/31/2023,04/25/2037
ABS,5926,12639G-DD-7,,1.A,FM,5921005,6256742,5996815,5829652,5.978,7.906,05/02/2024,10/26/2035
ABS,5926,12639M-AT-2,,6.*,,,13667,111,,0.01,0.0,01/31/2023,05/26/2036
ABS,5926,12639M-FA-8,,1.A,FM,1274044,2004015,1274044,1274044,2.596,8.204,12/05/2024,10/26/2037
ABS,5926,12639P-AB-4,,1.A,FM,60,129971,4559,60,6.421,0.0,01/31/2023,10/25/2037
ABS,5926,126401-AA-6,,1.A,FE,1618753,1753795,1705088,1636397,2.208,5.602,07/09/2024,05/25/2065
ABS,5926,126405-AM-1,,6.*,,1840085,,2110476,1799411,0.3,23.691,07/31/2024,01/25/2060
ABS,5926,126405-AN-9,,6.*,,2345039,,2352264,1908440,1.482,12.706,07/31/2024,01/25/2060
ABS,5926,126405-AQ-2,,6.*,,154410,,148760,148760,0.0,0.0,01/31/2023,01/25/2060
ABS,5926,12641R-AS-9,,1.A,FM,2181473,3279623,2112315,1978734,5.5,7.823,12/14/2023,10/26/2035
ABS,5926,12641T-CC-8,,6.F,M,2624970,4140854,2383018,2383018,3.927,2.946,11/18/2016,06/25/2036
ABS,5926,12642L-BS-0,,1.A,FM,920316,1383030,832299,848638,6.0,5.241,08/01/2025,01/26/2037
ABS,5926,12645B-AC-5,,1.A,FM,1239219,1285900,1258127,1221091,5.902,7.077,08/14/2024,06/26/2036
ABS,5926,12645B-EA-5,,1.A,FM,1115,356771,219759,1115,0.01,0.0,01/31/2023,02/26/2035
ABS,5926,12645E-EN-1,,1.A,FM,858582,869764,843936,866255,3.5,3.699,04/05/2022,03/27/2037
ABS,5926,12645E-EU-5,,1.A,FM,1576819,2715073,1557526,1609487,0.01,9.529,10/30/2025,03/27/2037
ABS,5927,12645L-BG-3,,1.A,FM,581056,655119,608589,547313,4.375,10.629,03/30/2023,11/27/2035
ABS,5927,12645L-BP-3,,3.A,FM,3826268,4388532,3421908,3750202,4.245,4.52,08/16/2017,02/27/2047
ABS,5927,12645Q-AC-2,,6.F,M,2930072,3555481,3065753,3018209,4.318,6.39,03/27/2024,03/25/2036
ABS,5927,12645Q-CN-6,,1.A,FM,961843,1885597,924113,898163,4.128,6.127,03/04/2025,07/28/2036
ABS,5927,12645Q-CN-6,,1.B,FM,1780941,2828396,1386169,1408497,4.128,5.188,03/31/2022,07/28/2036
ABS,5927,12645V-AC-1,,1.A,FM,1995238,2765637,1773418,1995238,2.596,5.53,01/10/2014,10/27/2037
ABS,5927,12645V-AY-3,,1.A,FM,2129174,2489893,2262424,2194307,4.372,8.239,03/30/2023,02/27/2037
ABS,5927,12645Y-BA-8,,1.A,FM,1145640,1279177,1169399,1113154,2.722,7.938,12/22/2023,09/27/2035
ABS,5927,12646A-AY-8,,1.A,FM,4258161,5137974,4557087,4273004,4.332,6.49,12/14/2023,07/27/2036
ABS,5927,12646J-AW-3,,1.B,FM,1241701,1411698,1053694,1130963,4.713,4.919,12/10/2020,06/26/2036
ABS,5927,12646N-AL-8,,1.A,FM,421594,585739,374936,425471,2.596,5.423,11/01/2016,10/26/2037
ABS,5927,12646U-AX-6,,1.A,FE,370,,18231,370,0.5,0.0,01/31/2023,03/25/2043
ABS,5927,12646U-AY-4,,1.A,FE,2854,,132633,2854,0.474,0.0,01/31/2023,03/25/2043
ABS,5927,12646W-AW-4,,1.F,FE,1676,,127417,1676,0.0,0.0,01/31/2023,04/25/2043
ABS,5927,12647C-AS-6,,6.*,,,26,,,0.325,0.0,01/31/2023,04/27/2037
ABS,5927,12647J-BU-5,,1.F,FE,13,,876,13,0.232,0.0,01/31/2023,04/25/2043
ABS,5927,12647M-BM-6,,1.A,FE,7,,13167,7,0.22,0.0,01/31/2023,07/25/2028
ABS,5927,12647M-DX-0,,1.F,FE,24953,,16828,24953,0.0,0.0,08/02/2024,07/25/2028
ABS,5927,12647P-AE-8,,1.A,FE,30,,58847,30,0.052,0.0,01/31/2023,08/25/2043
ABS,5927,12648F-AV-1,,1.F,FE,867,,62196,867,0.232,0.0,01/31/2023,03/25/2044
ABS,5927,12648H-BG-9,,1.F,FE,1847,,139003,1847,0.232,0.0,01/31/2023,04/25/2044
